Adresse;Stimmart;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;Briefwahlbezirk;Abgeordnetenhauswahlkreis;Bundestagswahlkreis;OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wählende;Wählende B1;Gültige Stimmen;Ungültige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;Die PARTEI;Tierschutzpartei;PIRATEN;Die Grauen;FREIE WÄHLER;Gesundheitsforschung;ÖDP;du.;V-Partei;DKP;MLPD;BSo;SGP;LKR;NPD;Die Humanisten;Team Todenhöfer;Volt;dieBasis;B*;sonstige;BÜNDNIS21;EB: Direkt – bürgerschaftlich – unabhängig ;EB: erneuerung-klima.de;EB: Grundeinkommen-für-alle.org;Menschliche Welt - MENSCHLICHE WELT -;EB: Mieterinitiativen;EB: Parteifrei in den Bundestag;EB: Parteifrei, unabhängig und transparent. Für eine direktere Demokratie ohne Fraktionszwang und eine Amtszeitbeschränkung.;EB: www.weltrettung-durch-therapie.de;EB;EB: Zeit zählt!;aufn
07W417;Erststimme;07;Tempelhof-Schˆneberg;417;W;074L;4;81;W;1120;630;490;0;434;5;429;5;73;38;117;103;34;34;8;5;4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W418;Erststimme;07;Tempelhof-Schˆneberg;418;W;074M;4;81;W;1142;556;586;0;416;6;412;4;73;18;103;138;16;27;14;8;3;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W419;Erststimme;07;Tempelhof-Schˆneberg;419;W;074N;4;81;W;1116;584;532;0;431;7;423;8;54;27;115;137;16;34;10;10;2;0;7;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W420;Erststimme;07;Tempelhof-Schˆneberg;420;W;074P;4;81;W;1138;652;486;0;459;5;455;4;70;44;113;131;28;39;10;5;3;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W421;Erststimme;07;Tempelhof-Schˆneberg;421;W;074P;4;81;W;1132;657;475;0;453;4;442;11;51;63;110;103;38;38;10;8;1;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W422;Erststimme;07;Tempelhof-Schˆneberg;422;W;074R;4;81;W;1254;817;437;0;527;2;523;4;69;62;135;129;45;35;11;13;2;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W423;Erststimme;07;Tempelhof-Schˆneberg;423;W;074S;4;81;W;1274;796;478;0;486;5;477;9;76;50;131;124;23;27;8;13;3;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W424;Erststimme;07;Tempelhof-Schˆneberg;424;W;074T;4;81;W;1263;830;433;0;459;7;450;9;78;41;141;87;32;31;15;10;2;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W425;Erststimme;07;Tempelhof-Schˆneberg;425;W;074T;4;81;W;1186;704;482;0;397;2;380;17;79;32;104;72;35;23;4;9;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W426;Erststimme;07;Tempelhof-Schˆneberg;426;W;074U;4;81;W;1214;759;455;0;455;6;448;7;88;34;139;105;26;25;3;10;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W427;Erststimme;07;Tempelhof-Schˆneberg;427;W;074V;4;81;W;1222;728;494;0;450;5;439;11;92;28;121;86;40;27;11;16;2;0;5;0;2;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W428;Erststimme;07;Tempelhof-Schˆneberg;428;W;074S;4;81;W;1169;606;563;0;439;6;435;4;63;38;114;135;29;25;9;10;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W501;Erststimme;07;Tempelhof-Schˆneberg;501;W;075A;5;81;W;1207;718;489;0;448;4;433;15;77;42;127;70;45;32;8;10;8;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W502;Erststimme;07;Tempelhof-Schˆneberg;502;W;075A;5;81;W;1275;752;523;0;475;12;465;10;90;21;145;72;41;45;8;22;1;0;8;0;4;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W503;Erststimme;07;Tempelhof-Schˆneberg;503;W;075B;5;81;W;1153;728;425;0;465;4;458;7;114;29;133;56;39;32;13;21;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W504;Erststimme;07;Tempelhof-Schˆneberg;504;W;075B;5;81;W;1209;788;421;0;492;9;477;15;90;35;148;89;35;38;10;18;1;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W505;Erststimme;07;Tempelhof-Schˆneberg;505;W;075C;5;81;W;1229;874;355;0;480;2;468;12;134;36;141;38;46;32;10;14;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W506;Erststimme;07;Tempelhof-Schˆneberg;506;W;075D;5;81;W;1136;796;340;0;428;6;408;20;71;33;125;56;30;45;11;24;1;0;3;0;2;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W507;Erststimme;07;Tempelhof-Schˆneberg;507;W;075E;5;81;W;1215;770;445;0;475;3;462;13;78;39;140;83;51;24;9;20;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W508;Erststimme;07;Tempelhof-Schˆneberg;508;W;075F;5;81;W;1263;780;483;0;507;5;492;15;111;40;134;70;45;49;15;10;2;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W509;Erststimme;07;Tempelhof-Schˆneberg;509;W;075C;5;81;W;1197;739;458;0;462;7;453;9;82;29;143;82;38;45;4;20;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W510;Erststimme;07;Tempelhof-Schˆneberg;510;W;075G;5;81;W;1152;700;452;0;395;4;384;11;79;16;104;61;39;41;8;20;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W511;Erststimme;07;Tempelhof-Schˆneberg;511;W;075H;5;81;W;1248;799;449;0;470;7;461;9;104;17;133;55;57;49;8;17;7;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W512;Erststimme;07;Tempelhof-Schˆneberg;512;W;075H;5;81;W;1103;783;320;0;457;5;451;6;91;35;137;50;61;41;5;13;2;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W513;Erststimme;07;Tempelhof-Schˆneberg;513;W;075G;5;81;W;1127;787;340;0;406;5;393;13;93;18;112;52;47;30;7;18;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;
07W514;Erststimme;07;Tempelhof-Schˆneberg;514;W;075D;5;81;W;1195;676;519;0;334;2;325;9;68;33;88;64;26;22;2;8;2;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W515;Erststimme;07;Tempelhof-Schˆneberg;515;W;075I;5;81;W;1270;742;528;0;423;7;412;11;99;24;124;50;37;42;7;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W516;Erststimme;07;Tempelhof-Schˆneberg;516;W;075K;5;81;W;1170;795;375;0;484;5;466;18;107;33;152;51;43;40;6;11;3;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W517;Erststimme;07;Tempelhof-Schˆneberg;517;W;075L;5;81;W;1254;783;471;0;493;5;480;13;99;32;129;66;66;36;6;25;4;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W518;Erststimme;07;Tempelhof-Schˆneberg;518;W;075K;5;81;W;1095;659;436;0;408;1;391;17;93;16;125;53;38;30;12;11;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W519;Erststimme;07;Tempelhof-Schˆneberg;519;W;075M;5;81;W;1106;774;332;0;406;2;395;11;62;52;83;70;47;33;11;20;1;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W520;Erststimme;07;Tempelhof-Schˆneberg;520;W;075M;5;81;W;1044;773;271;0;403;4;391;12;45;54;139;63;34;18;8;20;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W521;Erststimme;07;Tempelhof-Schˆneberg;521;W;075N;5;81;W;1234;783;451;0;502;1;491;11;142;17;156;55;40;32;11;17;3;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;4;0;0;0;0;0;0;
07W522;Erststimme;07;Tempelhof-Schˆneberg;522;W;075P;5;81;W;1276;792;484;0;471;0;464;7;125;26;121;77;49;41;5;11;1;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W523;Erststimme;07;Tempelhof-Schˆneberg;523;W;075R;5;81;W;1295;805;490;0;539;3;525;14;129;30;149;63;62;51;4;18;4;0;10;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W524;Erststimme;07;Tempelhof-Schˆneberg;524;W;075R;5;81;W;1080;659;421;0;435;6;428;7;118;23;116;68;21;52;8;12;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W525;Erststimme;07;Tempelhof-Schˆneberg;525;W;075S;5;81;W;1140;631;509;0;403;7;388;15;95;21;110;46;49;42;2;13;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W526;Erststimme;07;Tempelhof-Schˆneberg;526;W;075S;5;81;W;1108;570;538;0;419;5;415;4;126;13;86;68;29;60;7;8;2;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W527;Erststimme;07;Tempelhof-Schˆneberg;527;W;075T;5;81;W;1188;584;604;0;348;1;341;7;97;18;109;22;35;39;3;11;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W528;Erststimme;07;Tempelhof-Schˆneberg;528;W;075T;5;81;W;1009;521;488;0;383;4;377;6;108;4;112;47;35;41;4;10;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W601;Erststimme;07;Tempelhof-Schˆneberg;601;W;076A;6;81;W;1189;674;515;0;407;0;399;8;123;25;119;34;45;35;1;8;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W602;Erststimme;07;Tempelhof-Schˆneberg;602;W;076B;6;81;W;1141;652;489;0;385;8;373;12;99;19;95;65;24;33;10;16;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W603;Erststimme;07;Tempelhof-Schˆneberg;603;W;076C;6;81;W;1284;853;431;0;550;8;538;12;142;22;115;35;83;69;14;29;3;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W604;Erststimme;07;Tempelhof-Schˆneberg;604;W;076C;6;81;W;995;731;264;0;436;5;416;20;109;37;104;32;48;40;7;22;3;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W605;Erststimme;07;Tempelhof-Schˆneberg;605;W;076D;6;81;W;1268;776;492;0;449;1;428;21;112;42;88;58;59;44;2;8;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W606;Erststimme;07;Tempelhof-Schˆneberg;606;W;076E;6;81;W;1255;721;534;0;462;11;452;10;116;15;132;42;72;41;5;13;2;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W607;Erststimme;07;Tempelhof-Schˆneberg;607;W;076F;6;81;W;1130;688;442;0;384;6;373;11;110;14;88;23;69;35;3;14;3;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W608;Erststimme;07;Tempelhof-Schˆneberg;608;W;076F;6;81;W;1201;814;387;0;422;3;405;17;92;12;125;27;71;44;5;15;3;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W609;Erststimme;07;Tempelhof-Schˆneberg;609;W;076G;6;81;W;1213;848;365;0;465;2;437;28;115;17;117;32;92;34;8;10;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W610;Erststimme;07;Tempelhof-Schˆneberg;610;W;076G;6;81;W;1185;832;353;0;503;2;480;23;120;29;140;40;79;30;8;13;5;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W611;Erststimme;07;Tempelhof-Schˆneberg;611;W;076H;6;81;W;1086;826;260;0;410;3;392;18;84;22;122;22;72;32;12;15;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W612;Erststimme;07;Tempelhof-Schˆneberg;612;W;076B;6;81;W;1251;681;570;0;495;10;486;9;143;14;124;71;43;53;5;13;3;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W613;Erststimme;07;Tempelhof-Schˆneberg;613;W;076I;6;81;W;1140;675;465;0;499;9;489;10;157;19;99;84;37;55;6;12;5;0;4;0;2;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W614;Erststimme;07;Tempelhof-Schˆneberg;614;W;076H;6;81;W;1187;895;292;0;398;3;378;20;80;30;102;26;63;33;9;17;5;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W615;Erststimme;07;Tempelhof-Schˆneberg;615;W;076K;6;81;W;1203;606;597;0;501;2;494;7;175;9;113;93;26;45;2;13;2;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W616;Erststimme;07;Tempelhof-Schˆneberg;616;W;076L;6;81;W;1204;632;572;0;395;0;373;22;128;10;80;64;25;41;7;11;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W617;Erststimme;07;Tempelhof-Schˆneberg;617;W;076M;6;81;W;1251;629;622;0;450;2;444;6;174;14;90;51;33;62;1;6;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W618;Erststimme;07;Tempelhof-Schˆneberg;618;W;076N;6;81;W;1153;774;379;0;453;3;433;20;113;19;125;39;66;40;6;11;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W619;Erststimme;07;Tempelhof-Schˆneberg;619;W;076N;6;81;W;1198;737;461;0;427;11;409;18;95;23;126;36;67;32;6;15;4;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W620;Erststimme;07;Tempelhof-Schˆneberg;620;W;076P;6;81;W;1188;660;528;0;477;12;467;10;162;15;114;50;52;40;3;10;2;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W621;Erststimme;07;Tempelhof-Schˆneberg;621;W;076R;6;81;W;1107;562;545;0;455;7;445;10;165;6;106;60;34;52;3;10;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W622;Erststimme;07;Tempelhof-Schˆneberg;622;W;076S;6;81;W;1008;621;387;0;359;5;352;7;100;19;92;41;30;38;5;12;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;
07W623;Erststimme;07;Tempelhof-Schˆneberg;623;W;076S;6;81;W;1198;769;429;0;485;2;471;14;178;18;127;30;35;52;10;13;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W624;Erststimme;07;Tempelhof-Schˆneberg;624;W;076T;6;81;W;1099;582;517;0;393;3;387;6;122;24;96;51;29;42;6;13;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W625;Erststimme;07;Tempelhof-Schˆneberg;625;W;076A;6;81;W;1108;560;548;0;412;7;404;8;118;10;91;66;55;41;4;8;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W626;Erststimme;07;Tempelhof-Schˆneberg;626;W;076U;6;81;W;1170;576;594;0;395;4;384;11;98;9;85;69;39;48;7;14;3;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W627;Erststimme;07;Tempelhof-Schˆneberg;627;W;076U;6;81;W;600;308;292;0;254;8;249;5;88;8;62;39;14;28;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W628;Erststimme;07;Tempelhof-Schˆneberg;628;W;076R;6;81;W;1131;556;575;0;455;6;452;3;191;13;84;65;31;45;2;7;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W701;Erststimme;07;Tempelhof-Schˆneberg;701;W;077A;7;81;W;1180;589;591;0;448;10;443;5;169;9;89;46;48;61;2;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W702;Erststimme;07;Tempelhof-Schˆneberg;702;W;077B;7;81;W;1081;633;448;0;460;3;452;8;164;17;107;59;39;44;2;8;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W703;Erststimme;07;Tempelhof-Schˆneberg;703;W;077C;7;81;W;1151;634;517;0;465;7;460;5;140;15;107;62;54;49;6;9;2;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;
07W704;Erststimme;07;Tempelhof-Schˆneberg;704;W;077D;7;81;W;1191;632;559;0;492;11;483;9;166;17;99;70;52;51;5;10;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W705;Erststimme;07;Tempelhof-Schˆneberg;705;W;077D;7;81;W;1320;810;510;0;562;12;554;8;165;25;138;92;53;44;10;9;4;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W706;Erststimme;07;Tempelhof-Schˆneberg;706;W;077E;7;81;W;1250;902;348;0;524;2;503;21;139;36;125;34;66;53;10;24;2;0;8;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W707;Erststimme;07;Tempelhof-Schˆneberg;707;W;077E;7;81;W;1278;847;431;0;475;1;455;20;111;23;130;28;78;34;12;15;3;0;12;0;1;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W708;Erststimme;07;Tempelhof-Schˆneberg;708;W;077F;7;81;W;1185;656;529;0;398;6;384;14;136;22;101;28;42;21;9;15;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W709;Erststimme;07;Tempelhof-Schˆneberg;709;W;077F;7;81;W;1238;761;477;0;480;7;469;11;124;18;129;65;67;42;9;6;2;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W710;Erststimme;07;Tempelhof-Schˆneberg;710;W;077G;7;81;W;1165;663;502;0;538;7;513;25;189;17;113;89;33;48;8;6;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W711;Erststimme;07;Tempelhof-Schˆneberg;711;W;077H;7;81;W;1153;654;499;0;444;16;439;5;124;16;111;69;36;37;9;22;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W712;Erststimme;07;Tempelhof-Schˆneberg;712;W;077I;7;81;W;1132;685;447;0;517;7;507;10;179;16;108;109;37;39;5;7;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W713;Erststimme;07;Tempelhof-Schˆneberg;713;W;077K;7;81;W;1296;664;632;0;551;9;542;9;221;12;118;67;46;55;7;5;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W714;Erststimme;07;Tempelhof-Schˆneberg;714;W;077L;7;81;W;1178;798;380;0;495;5;484;11;138;16;124;35;71;42;8;20;8;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W715;Erststimme;07;Tempelhof-Schˆneberg;715;W;077M;7;81;W;1190;694;496;0;523;7;510;13;189;13;108;67;52;54;4;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W716;Erststimme;07;Tempelhof-Schˆneberg;716;W;077N;7;81;W;1193;647;546;0;513;14;497;16;204;10;115;48;46;42;7;17;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W717;Erststimme;07;Tempelhof-Schˆneberg;717;W;077P;7;81;W;1175;662;513;0;459;6;451;8;145;17;113;42;57;43;4;15;5;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W718;Erststimme;07;Tempelhof-Schˆneberg;718;W;077P;7;81;W;1108;742;366;0;456;2;448;8;122;17;120;39;65;33;5;22;4;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W719;Erststimme;07;Tempelhof-Schˆneberg;719;W;077R;7;81;W;1207;610;597;0;417;9;410;7;158;9;103;36;36;40;5;12;2;0;6;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W720;Erststimme;07;Tempelhof-Schˆneberg;720;W;077R;7;81;W;1178;710;468;0;474;6;462;12;169;22;119;49;38;39;1;8;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W721;Erststimme;07;Tempelhof-Schˆneberg;721;W;077S;7;81;W;1129;618;511;0;430;4;423;7;136;7;94;57;51;40;3;15;4;0;10;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W722;Erststimme;07;Tempelhof-Schˆneberg;722;W;077T;7;81;W;1144;716;428;0;435;11;425;10;131;20;112;49;48;38;6;11;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W723;Erststimme;07;Tempelhof-Schˆneberg;723;W;077T;7;81;W;1226;825;401;0;500;6;475;25;135;23;145;31;60;37;7;17;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W724;Erststimme;07;Tempelhof-Schˆneberg;724;W;077S;7;81;W;1145;803;342;0;399;2;391;8;113;24;95;27;62;33;2;21;2;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W725;Erststimme;07;Tempelhof-Schˆneberg;725;W;077U;7;81;W;1073;699;374;0;361;5;344;17;90;20;110;17;57;19;4;19;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W726;Erststimme;07;Tempelhof-Schˆneberg;726;W;077U;7;81;W;1161;617;544;0;428;6;417;11;161;8;99;47;33;34;3;19;2;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W727;Erststimme;07;Tempelhof-Schˆneberg;727;W;077V;7;81;W;981;497;484;0;361;11;359;2;133;11;69;44;42;35;6;6;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W728;Erststimme;07;Tempelhof-Schˆneberg;728;W;077V;7;81;W;954;439;515;0;342;12;338;4;120;3;89;47;25;40;4;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
08B1A;Erststimme;08;Neukˆlln;1A;B;081A;1;82;W;0;0;0;0;439;439;436;3;25;92;104;176;3;9;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9;0;0;0;0;1;0;0;0;0;0;0;0;0;
08B1AA;Erststimme;08;Neukˆlln;1AA;B;081AA;1;82;W;0;0;0;0;477;477;474;3;24;83;85;226;6;13;11;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;1;0;1;0;0;0;
08B1AB;Erststimme;08;Neukˆlln;1AB;B;081AB;1;82;W;0;0;0;0;502;502;501;1;19;89;90;252;6;17;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;
08B1AC;Erststimme;08;Neukˆlln;1AC;B;081AC;1;82;W;0;0;0;0;444;444;443;1;27;94;94;187;2;9;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;0;1;0;0;2;0;1;0;0;0;
