Adresse;Stimmart;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;Briefwahlbezirk;Abgeordnetenhauswahlkreis;Bundestagswahlkreis;OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wählende;Wählende B1;Gültige Stimmen;Ungültige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;Die PARTEI;Tierschutzpartei;PIRATEN;Die Grauen;FREIE WÄHLER;Gesundheitsforschung;ÖDP;du.;V-Partei;DKP;MLPD;BSo;SGP;LKR;NPD;Die Humanisten;Team Todenhöfer;Volt;dieBasis;B*;sonstige;BÜNDNIS21;EB: Direkt – bürgerschaftlich – unabhängig ;EB: erneuerung-klima.de;EB: Grundeinkommen-für-alle.org;Menschliche Welt - MENSCHLICHE WELT -;EB: Mieterinitiativen;EB: Parteifrei in den Bundestag;EB: Parteifrei, unabhängig und transparent. Für eine direktere Demokratie ohne Fraktionszwang und eine Amtszeitbeschränkung.;EB: www.weltrettung-durch-therapie.de;EB;EB: Zeit zählt!;aufn
02W507;Erststimme;02;Friedrichshain-Kreuzberg;507;W;025G;5;83;O;1232;677;555;0;492;12;490;2;26;118;61;172;19;27;43;9;4;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W508;Erststimme;02;Friedrichshain-Kreuzberg;508;W;025H;5;83;O;1276;760;516;0;456;8;450;6;30;104;89;129;32;22;24;11;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;
02W509;Erststimme;02;Friedrichshain-Kreuzberg;509;W;025J;5;83;O;1055;619;436;0;448;4;443;5;21;103;53;154;25;18;47;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W510;Erststimme;02;Friedrichshain-Kreuzberg;510;W;025K;5;83;O;999;547;452;0;335;5;334;1;22;66;42;121;18;25;18;11;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;
02W511;Erststimme;02;Friedrichshain-Kreuzberg;511;W;025L;5;83;O;813;386;427;0;292;5;288;4;13;46;58;108;14;16;13;6;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W512;Erststimme;02;Friedrichshain-Kreuzberg;512;W;025L;5;83;O;971;555;416;0;430;7;425;5;28;91;59;165;19;12;27;5;1;0;0;0;2;1;0;0;0;0;0;0;0;3;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;
02W513;Erststimme;02;Friedrichshain-Kreuzberg;513;W;025M;5;83;O;1213;620;593;0;492;4;489;3;13;97;81;212;14;12;31;10;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;9;2;0;0;0;0;0;0;0;1;0;0;0;0;
02W514;Erststimme;02;Friedrichshain-Kreuzberg;514;W;025N;5;83;O;1007;553;454;0;411;3;407;4;17;89;64;147;14;21;31;7;5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;2;0;0;0;0;0;0;0;1;0;0;0;0;
02W515;Erststimme;02;Friedrichshain-Kreuzberg;515;W;025P;5;83;O;1039;516;523;0;383;2;378;5;10;77;46;162;7;18;34;11;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;
02W516;Erststimme;02;Friedrichshain-Kreuzberg;516;W;025Q;5;83;O;1029;518;511;0;384;2;382;2;20;73;59;132;27;27;22;10;3;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;
02W517;Erststimme;02;Friedrichshain-Kreuzberg;517;W;025R;5;83;O;1295;699;596;0;532;3;530;2;17;116;55;244;15;31;25;6;3;0;0;0;2;1;0;0;1;0;0;0;0;2;0;0;9;1;0;0;0;0;1;0;0;1;0;0;0;0;
02W518;Erststimme;02;Friedrichshain-Kreuzberg;518;W;025S;5;83;O;1221;660;561;0;477;8;466;11;27;85;71;177;21;24;28;9;2;0;0;0;1;1;0;0;1;0;0;0;0;2;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W519;Erststimme;02;Friedrichshain-Kreuzberg;519;W;025T;5;83;O;1057;504;553;0;408;7;406;2;22;72;63;158;17;31;25;8;4;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;
02W520;Erststimme;02;Friedrichshain-Kreuzberg;520;W;025U;5;83;O;1243;683;560;0;517;7;515;2;30;119;72;171;29;27;30;20;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;6;1;0;0;0;0;2;0;0;1;0;0;0;0;
02W521;Erststimme;02;Friedrichshain-Kreuzberg;521;W;025V;5;83;O;1055;579;476;0;436;3;434;2;28;85;61;164;22;31;27;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W522;Erststimme;02;Friedrichshain-Kreuzberg;522;W;025W;5;83;O;1239;742;497;0;494;7;487;7;26;127;68;154;29;28;33;8;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;1;0;0;0;0;
02W523;Erststimme;02;Friedrichshain-Kreuzberg;523;W;025X;5;83;O;1089;628;461;0;444;9;441;3;22;97;69;153;35;15;24;14;4;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W524;Erststimme;02;Friedrichshain-Kreuzberg;524;W;025Y;5;83;O;1064;586;478;0;379;7;373;6;29;74;61;127;30;13;19;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W525;Erststimme;02;Friedrichshain-Kreuzberg;525;W;025Z;5;83;O;1003;562;441;0;434;10;430;4;27;80;57;161;17;32;34;8;6;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W526;Erststimme;02;Friedrichshain-Kreuzberg;526;W;025AA;5;83;O;1215;647;568;0;511;2;508;3;26;111;74;202;12;24;28;9;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;2;0;0;0;0;
02W601;Erststimme;02;Friedrichshain-Kreuzberg;601;W;026A;6;83;O;1263;663;600;0;534;17;526;8;99;44;109;148;22;70;21;5;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W602;Erststimme;02;Friedrichshain-Kreuzberg;602;W;026B;6;83;O;918;514;404;0;446;3;442;4;62;56;98;130;18;43;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W603;Erststimme;02;Friedrichshain-Kreuzberg;603;W;026C;6;83;O;1107;623;484;0;452;11;449;3;44;56;56;200;9;38;16;8;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W604;Erststimme;02;Friedrichshain-Kreuzberg;604;W;026D;6;83;O;1054;660;394;0;429;16;419;10;41;86;77;91;53;21;22;12;4;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;6;0;0;0;0;0;1;0;0;1;0;0;0;0;
02W605;Erststimme;02;Friedrichshain-Kreuzberg;605;W;026E;6;83;O;1263;731;532;0;503;13;496;7;22;87;84;180;26;23;39;19;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;1;0;0;0;0;3;0;0;1;0;0;0;0;
02W606;Erststimme;02;Friedrichshain-Kreuzberg;606;W;026F;6;83;O;811;458;353;0;341;3;339;2;19;74;48;136;10;11;18;12;1;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;
02W607;Erststimme;02;Friedrichshain-Kreuzberg;607;W;026G;6;83;O;858;441;417;0;409;12;408;1;38;37;65;195;3;44;13;4;2;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W608;Erststimme;02;Friedrichshain-Kreuzberg;608;W;026H;6;83;O;1213;626;587;0;497;16;487;10;25;107;60;196;11;25;38;7;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;1;0;0;0;0;
02W609;Erststimme;02;Friedrichshain-Kreuzberg;609;W;026J;6;83;O;1130;601;529;0;467;9;461;6;19;88;64;212;12;23;20;9;1;0;0;0;2;0;0;0;1;0;0;0;0;3;0;0;4;2;0;0;0;0;0;0;0;1;0;0;0;0;
02W610;Erststimme;02;Friedrichshain-Kreuzberg;610;W;026K;6;83;O;1280;724;556;0;562;17;553;9;35;147;87;167;31;21;36;15;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;2;0;0;1;0;0;0;0;
02W611;Erststimme;02;Friedrichshain-Kreuzberg;611;W;026L;6;83;O;991;517;474;0;414;8;410;4;20;94;56;160;15;25;23;4;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;
02W612;Erststimme;02;Friedrichshain-Kreuzberg;612;W;026M;6;83;O;1087;560;527;0;452;10;448;4;28;91;70;176;15;14;37;6;3;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W613;Erststimme;02;Friedrichshain-Kreuzberg;613;W;026N;6;83;O;1045;481;564;0;394;16;391;3;22;67;61;173;5;30;16;11;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W614;Erststimme;02;Friedrichshain-Kreuzberg;614;W;026P;6;83;O;1222;726;496;0;572;2;568;4;38;130;84;210;15;22;40;8;4;0;0;0;1;3;0;0;0;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W615;Erststimme;02;Friedrichshain-Kreuzberg;615;W;026Q;6;83;O;711;393;318;0;300;5;296;4;20;63;21;100;28;16;23;11;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W616;Erststimme;02;Friedrichshain-Kreuzberg;616;W;026R;6;83;O;1209;708;501;0;522;8;515;7;22;113;50;194;27;29;47;16;4;0;0;0;2;3;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W617;Erststimme;02;Friedrichshain-Kreuzberg;617;W;026S;6;83;O;1164;628;536;0;488;11;482;6;23;108;54;203;15;21;35;7;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W618;Erststimme;02;Friedrichshain-Kreuzberg;618;W;026T;6;83;O;1016;544;472;0;409;3;405;4;18;97;57;159;12;11;25;12;3;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;
02W619;Erststimme;02;Friedrichshain-Kreuzberg;619;W;026U;6;83;O;840;436;404;0;337;7;334;3;10;75;36;140;13;13;28;2;1;0;0;0;1;3;0;0;0;0;0;0;0;4;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W620;Erststimme;02;Friedrichshain-Kreuzberg;620;W;026V;6;83;O;1079;533;546;0;410;5;405;5;13;112;39;164;11;17;32;7;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;1;0;0;1;0;0;0;0;
02W621;Erststimme;02;Friedrichshain-Kreuzberg;621;W;026W;6;83;O;800;413;387;0;294;16;290;4;18;73;26;123;11;13;14;4;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W622;Erststimme;02;Friedrichshain-Kreuzberg;622;W;026X;6;83;O;1041;555;486;0;394;6;385;9;15;70;57;155;21;21;31;4;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;
02W623;Erststimme;02;Friedrichshain-Kreuzberg;623;W;026Y;6;83;O;910;431;479;0;345;12;343;2;9;61;50;149;7;19;27;8;3;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;2;0;0;0;0;0;0;0;1;0;0;0;0;
02W624;Erststimme;02;Friedrichshain-Kreuzberg;624;W;026Z;6;83;O;929;477;452;0;368;7;366;2;11;88;42;162;7;16;25;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
02W625;Erststimme;02;Friedrichshain-Kreuzberg;625;W;026AA;6;83;O;726;375;351;0;297;4;295;2;8;61;35;128;9;13;21;8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;
02W626;Erststimme;02;Friedrichshain-Kreuzberg;626;W;026AA;6;83;O;1012;493;519;0;368;9;367;1;18;66;39;165;10;19;30;7;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;1;0;0;0;0;0;0;0;1;0;0;0;0;
02W627;Erststimme;02;Friedrichshain-Kreuzberg;627;W;026G;6;83;O;764;481;283;0;382;6;379;3;30;70;69;132;22;18;20;9;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;1;0;0;0;0;
02W628;Erststimme;02;Friedrichshain-Kreuzberg;628;W;026AB;6;83;O;909;445;464;0;340;4;340;0;37;50;57;129;7;24;15;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1A;Erststimme;03;Pankow;1A;B;031A;1;76;O;0;0;0;0;776;776;768;8;96;138;171;171;47;53;25;30;8;0;11;10;2;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1B;Erststimme;03;Pankow;1B;B;031B;1;76;O;0;0;0;0;642;642;634;8;113;113;180;95;46;36;13;22;4;0;6;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1C;Erststimme;03;Pankow;1C;B;031C;1;76;O;0;0;0;0;633;633;625;8;97;138;168;50;71;33;13;27;4;0;12;8;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1D;Erststimme;03;Pankow;1D;B;031D;1;76;O;0;0;0;0;661;661;656;5;101;124;219;44;76;30;11;17;4;0;14;9;2;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1E;Erststimme;03;Pankow;1E;B;031E;1;76;O;0;0;0;0;422;422;413;9;54;64;128;19;69;28;15;11;4;0;0;11;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1F;Erststimme;03;Pankow;1F;B;031F;1;76;O;0;0;0;0;748;748;739;9;115;94;202;85;93;48;22;37;10;0;10;15;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1G;Erststimme;03;Pankow;1G;B;031G;1;76;O;0;0;0;0;792;792;785;7;145;116;197;74;102;46;18;36;13;0;22;11;2;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1H;Erststimme;03;Pankow;1H;B;031H;1;76;O;0;0;0;0;1325;1325;1309;16;289;166;333;205;109;127;21;24;1;0;14;10;1;0;0;0;0;0;0;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1I;Erststimme;03;Pankow;1I;B;031I;1;76;O;0;0;0;0;789;789;783;6;149;83;187;118;87;79;10;35;4;0;11;14;1;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1K;Erststimme;03;Pankow;1K;B;031K;1;76;O;0;0;0;0;885;885;878;7;200;117;221;92;81;79;19;33;4;0;13;9;0;0;0;0;0;0;0;3;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1L;Erststimme;03;Pankow;1L;B;031L;1;76;O;0;0;0;0;852;852;849;3;209;101;199;91;90;84;14;32;2;0;14;5;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1M;Erststimme;03;Pankow;1M;B;031M;1;76;O;0;0;0;0;988;988;971;17;242;148;221;111;96;84;16;26;2;0;12;10;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B1N;Erststimme;03;Pankow;1N;B;031N;1;76;O;0;0;0;0;1215;1215;1202;13;234;135;267;203;104;158;21;32;7;0;11;15;2;0;0;0;0;0;0;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2A;Erststimme;03;Pankow;2A;B;032A;2;76;O;0;0;0;0;343;343;337;6;72;36;93;46;26;26;11;11;1;0;6;5;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2B;Erststimme;03;Pankow;2B;B;032B;2;76;O;0;0;0;0;730;730;720;10;154;90;187;76;75;54;16;32;3;0;17;9;1;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2C;Erststimme;03;Pankow;2C;B;032C;2;76;O;0;0;0;0;875;875;871;4;185;111;198;116;100;58;24;36;5;0;21;11;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2D;Erststimme;03;Pankow;2D;B;032D;2;76;O;0;0;0;0;1103;1103;1089;14;266;98;259;204;81;104;11;22;8;0;16;11;0;0;0;0;0;0;0;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2E;Erststimme;03;Pankow;2E;B;032E;2;76;O;0;0;0;0;994;994;978;16;188;133;229;161;97;86;19;35;0;0;17;4;3;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2F;Erststimme;03;Pankow;2F;B;032F;2;76;O;0;0;0;0;928;928;923;5;210;98;241;155;56;83;11;39;6;0;13;6;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2G;Erststimme;03;Pankow;2G;B;032G;2;76;O;0;0;0;0;1034;1034;1032;2;183;159;243;221;57;93;18;26;2;0;12;7;6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2H;Erststimme;03;Pankow;2H;B;032H;2;76;O;0;0;0;0;1087;1087;1080;7;174;187;232;277;46;84;22;22;5;0;19;10;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2I;Erststimme;03;Pankow;2I;B;032I;2;76;O;0;0;0;0;1034;1034;1024;10;169;148;267;193;70;72;28;36;6;0;17;10;2;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2K;Erststimme;03;Pankow;2K;B;032K;2;76;O;0;0;0;0;994;994;986;8;172;132;268;148;92;94;16;27;9;0;12;7;2;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2L;Erststimme;03;Pankow;2L;B;032L;2;76;O;0;0;0;0;1000;1000;993;7;178;129;223;194;74;98;24;22;3;0;28;10;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2M;Erststimme;03;Pankow;2M;B;032M;2;76;O;0;0;0;0;1096;1096;1091;5;204;144;281;213;71;93;16;32;1;0;9;5;3;0;0;0;0;0;0;5;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B2N;Erststimme;03;Pankow;2N;B;032N;2;76;O;0;0;0;0;580;580;579;1;82;90;123;143;32;50;18;22;2;0;6;6;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3A;Erststimme;03;Pankow;3A;B;033A;3;76;O;0;0;0;0;1086;1086;1076;10;194;178;217;192;122;85;22;33;3;0;16;8;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3B;Erststimme;03;Pankow;3B;B;033B;3;76;O;0;0;0;0;1027;1027;1016;11;137;171;267;204;71;77;16;31;3;0;21;10;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3C;Erststimme;03;Pankow;3C;B;033C;3;76;O;0;0;0;0;851;851;842;9;125;151;227;124;70;51;12;24;12;0;24;13;3;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3D;Erststimme;03;Pankow;3D;B;033D;3;76;O;0;0;0;0;1343;1343;1333;10;171;224;325;360;72;83;25;29;11;0;9;6;9;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3E;Erststimme;03;Pankow;3E;B;033E;3;76;O;0;0;0;0;967;967;955;12;102;184;253;178;73;67;21;41;5;0;13;8;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3F;Erststimme;03;Pankow;3F;B;033F;3;76;O;0;0;0;0;944;944;943;1;120;183;202;238;60;58;21;20;4;0;9;12;4;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3G;Erststimme;03;Pankow;3G;B;033G;3;76;O;0;0;0;0;1105;1105;1097;8;156;191;243;286;44;80;23;27;7;0;17;11;3;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3H;Erststimme;03;Pankow;3H;B;033H;3;76;O;0;0;0;0;1051;1051;1045;6;91;213;209;358;39;56;22;18;6;0;16;8;1;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3I;Erststimme;03;Pankow;3I;B;033I;3;76;O;0;0;0;0;943;943;935;8;97;174;190;307;44;45;27;23;4;0;10;6;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3K;Erststimme;03;Pankow;3K;B;033K;3;76;O;0;0;0;0;1008;1008;1005;3;98;198;207;368;35;35;26;23;3;0;8;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3L;Erststimme;03;Pankow;3L;B;033L;3;76;O;0;0;0;0;1203;1203;1193;10;128;200;236;444;39;65;22;28;4;0;8;4;3;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B3M;Erststimme;03;Pankow;3M;B;033M;3;76;O;0;0;0;0;929;929;924;5;79;162;192;326;32;56;31;22;4;0;6;3;2;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4A;Erststimme;03;Pankow;4A;B;034A;4;76;O;0;0;0;0;1003;1003;992;11;240;112;236;150;96;70;14;34;8;0;18;9;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4B;Erststimme;03;Pankow;4B;B;034B;4;76;O;0;0;0;0;1266;1266;1255;11;286;165;315;148;139;101;15;47;9;0;9;9;7;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4C;Erststimme;03;Pankow;4C;B;034C;4;76;O;0;0;0;0;971;971;962;9;169;145;247;146;78;79;22;37;5;0;20;10;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4D;Erststimme;03;Pankow;4D;B;034D;4;76;O;0;0;0;0;1193;1193;1180;13;221;174;291;186;109;89;18;35;13;0;17;11;2;0;0;0;0;0;0;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4E;Erststimme;03;Pankow;4E;B;034E;4;76;O;0;0;0;0;848;848;840;8;95;178;201;134;73;60;19;43;4;0;19;9;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4F;Erststimme;03;Pankow;4F;B;034F;4;76;O;0;0;0;0;1187;1187;1175;12;136;221;276;275;65;81;31;47;10;0;10;8;3;0;0;0;0;0;0;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4G;Erststimme;03;Pankow;4G;B;034G;4;76;O;0;0;0;0;910;910;902;8;101;165;208;189;72;51;40;36;4;0;10;17;3;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4H;Erststimme;03;Pankow;4H;B;034H;4;76;O;0;0;0;0;624;624;621;3;75;114;136;179;24;47;10;12;6;0;7;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4I;Erststimme;03;Pankow;4I;B;034I;4;76;O;0;0;0;0;606;606;605;1;80;123;167;70;45;51;10;22;4;0;17;8;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4K;Erststimme;03;Pankow;4K;B;034K;4;76;O;0;0;0;0;938;938;924;14;135;172;283;113;91;49;23;30;4;0;7;12;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B4L;Erststimme;03;Pankow;4L;B;034L;4;76;O;0;0;0;0;459;459;453;6;64;91;115;50;54;31;8;15;5;0;13;3;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5A;Erststimme;03;Pankow;5A;B;035A;5;76;O;0;0;0;0;856;856;845;11;133;137;184;145;79;74;21;37;3;0;14;9;1;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5B;Erststimme;03;Pankow;5B;B;035B;5;76;O;0;0;0;0;1086;1086;1074;12;221;185;267;138;90;86;24;28;7;0;13;11;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5C;Erststimme;03;Pankow;5C;B;035C;5;76;O;0;0;0;0;936;936;925;11;110;191;206;199;69;44;34;29;4;0;12;11;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5D;Erststimme;03;Pankow;5D;B;035D;5;76;O;0;0;0;0;1025;1025;1017;8;71;228;214;284;75;41;35;32;13;0;9;6;4;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5E;Erststimme;03;Pankow;5E;B;035E;5;76;O;0;0;0;0;969;969;962;7;65;202;232;288;39;41;28;29;6;0;15;4;3;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5F;Erststimme;03;Pankow;5F;B;035F;5;76;O;0;0;0;0;1108;1108;1099;9;135;199;283;226;76;68;30;39;5;0;19;9;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
